,0030a28c-81aa-44b0-8be0-b35e1dcbf98c_01,0bf573ac-cd1e-42d8-90cf-b30d7b08679c_01,0e251c03-bf86-4ed8-b45d-3cbc97160502_01,0e9fcccc-0630-408d-a121-2c6413824cb7_01,1843c82e-7a35-474f-9f79-c0a9af9aa09c_01,1d0db5d7-39ca-466d-96b3-0d278c5ea768_01,1ea575f1-f731-408b-a629-f5f4abab569e_01,1f971af1-6772-4fe6-8d35-bbe527a037fe_01,25ff86af-beb4-480c-b706-f3fe0306f7cf_01,29aff186-c321-4ff9-b81b-105e27e620ff_01,29e3d122-15a1-4235-a356-b1a9f94ceb39_01,31bbad4e-3789-42ec-9faa-1cb86970f723_01,33365d22-cb83-4d8e-a2d1-06b675f75f6e_01,3622cf29-600f-4410-84d4-a9afeb41c475_01,3f5a897d-1eaa-4d4c-8324-27ac07c90927_01,45b0cf9f-a879-417f-8f39-7770552252c0_01,4dd86ebd-ef16-4b2b-9ea0-5d1d7afef257_01,58e66976-4507-4552-ac53-83a49a142dde_01,5eff68ff-f6c3-40c9-9fc8-00e684a7b712_01,67325322-483f-443f-9ffa-2a20d108a2fb_01,69f23725-adca-48ac-9b33-80a7aae24cfe_01,6a21c948-cd85-4150-8c01-83017d7dc1ed_01,6e9437f0-a4ed-475c-ab0e-bf1431c70a90_01,a43e5f0e-a21f-48d8-97e0-084d413680b7_01,a468e725-ad4b-411d-ac5c-2eacc68ec580_01,a5b188f0-a6d3-4d4a-b04f-36d47ec05338_01,a6923479-4e68-4ea8-87ed-e9642b9d43d5_01,a8e2df1e-4042-42af-9231-3a00e83489f0_01,b56bdbdb-43af-4a03-a072-54dd22d7550c_01,c1c06604-5ae2-4a53-b9c0-eb210d38e3f0_01,c3d662ee-48d0-454a-bb0c-77d3338d3747_01,c85f340e-584b-4f3b-b6a5-540491fc8ad2_01,c8cde9ea-89e9-4ee8-8a46-417a48f6d3ab_01,d7df78b5-24f1-4ff4-bd9b-f0e6bec8289a_01,dc87a809-95de-4eb7-a1c2-2650475f2d7e_01,e56e4d9c-052e-4ec6-a81b-dbd53e9c8ffe_01,e6365b38-bc44-400c-b4aa-18ce8ff5bfce_01,ea54dbad-1b23-41cc-9378-d4002a8fca51_01,ed746cb9-0f2f-48ce-923a-3a9f9f00b331_01,eda9496e-be80-4a13-bf06-89f0cc9e937f_01,f0a326d2-1f3e-4a5d-bca8-32aaccc52338_01,f553f1a9-ecf2-4783-a609-6adca7c4c597_01,f784bc3a-751b-4025-aab2-0af2f6f24266_01,f855dad1-6ffc-493e-ba6c-970874bc9210_01,f8cf647b-1447-4ac3-8c43-bef07765cabf_01,f978cb0f-d319-4c01-b4c5-23ae1403a106_01,fdecb74f-ac4e-46b1-b23a-5f7fde96ef9f_01
MIMAT0027417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335334,0.0,0.0,0.0,0.870448,0.252801,0.0,0.241671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296855,0.0,0.0,0.0,0.0,0.0,0.0,0.558787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288226,0.355511,0.178586,0.240998,0.0,0.0,0.227089
MIMAT0027420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.870448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027422,1.498065,0.0,0.913269,3.189168,1.164717,0.346395,1.312107,1.173668,1.363408,0.9282,0.349033,5.657912,0.0,0.0,1.208355,0.0,0.502677,1.351161,0.628387,0.0,1.129965,0.860406,0.0,2.374842,0.786193,0.372939,0.63309,0.48714,0.759734,0.0,6.984842,0.0,1.229831,1.541665,3.224287,4.078958,0.256015,2.004888,0.361408,0.0,2.305806,0.0,0.178586,0.722994,0.905167,0.50753,0.454178
MIMAT0027423,0.0,0.0,0.0,0.0,0.388239,0.0,0.0,0.0,0.0,0.0,0.0,1.740896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286802,0.0,0.0,0.0,0.0,0.0,0.48714,0.151947,0.0,0.838181,0.0,0.307458,0.0,0.293117,0.0,0.064004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027425,0.214009,0.317403,0.304423,0.265764,0.0,0.346395,0.0,0.335333,0.0,0.0,0.0,3.046568,0.0,0.0,0.483342,0.503567,0.0,0.150129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372939,0.0,0.73071,0.151947,0.336609,0.558788,0.220469,0.0,0.0,0.0,1.359652,0.0,0.601466,0.180704,0.0,0.0,0.0,0.0,0.240998,0.113146,0.0,0.0
MIMAT0027426,0.0,0.0,0.0,0.0,0.0,0.0,0.14579,0.167667,0.0,0.0,0.698067,0.435224,0.252801,0.0,0.0,0.0,1.005354,0.300258,0.0,0.0,0.376655,0.286802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78703,0.288226,0.0,0.0,0.240998,0.113146,0.50753,0.0
MIMAT0027427,0.0,0.0,0.0,0.0,0.0,0.0,0.291579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027428,0.428019,0.0,0.0,0.265764,0.0,1.039184,0.437369,0.670667,0.340852,0.0,0.349033,0.0,0.505601,0.0,0.0,0.503567,0.502677,0.900774,0.0,0.6776,0.0,0.286802,0.0,0.296855,0.0,0.372939,0.21103,0.0,0.303894,0.0,1.117576,0.0,0.922373,0.0,0.293117,0.679826,0.128007,0.0,0.542111,0.0,0.576452,0.0,0.535757,0.0,0.0,0.50753,0.681267
MIMAT0027429,0.214009,0.317403,0.0,0.0,0.0,0.346395,0.0,0.0,0.0,0.0,0.0,0.0,1.769604,0.0,0.0,0.503567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296855,0.0,0.0,0.0,0.0,0.151947,0.0,0.0,0.0,0.0,0.0,0.0,0.679826,0.064004,0.0,0.180704,0.0,0.0,0.0,0.0,0.0,0.226292,0.0,0.0
MIMAT0027431,0.0,0.0,0.304423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027433,0.214009,0.95221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174517,0.0,0.252801,0.0,0.0,1.007135,0.0,0.150129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336609,0.0,0.0,0.0,0.0,0.0,0.679826,0.0,0.0,0.361408,0.0,0.0,0.355511,0.0,0.0,0.113146,1.01506,0.0
MIMAT0027434,0.428018,0.317403,0.304423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174517,0.870448,0.758403,0.0,0.0,0.0,0.0,0.150129,0.0,0.6776,0.0,0.0,0.0,0.0,0.393097,0.0,0.0,0.0,0.0,0.0,0.558788,0.0,0.0,0.0,0.293117,0.679826,0.064004,0.0,0.180704,0.0,0.0,0.0,0.0,0.240998,0.0,0.50753,0.0
MIMAT0027437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089293,0.240998,0.0,0.0,0.0
MIMAT0027438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50753,0.0
MIMAT0027439,0.0,0.0,0.0,0.265764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241671,0.0,0.502677,0.0,0.628387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558787,0.0,0.0,0.0,0.0,0.679826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339437,0.50753,0.0
MIMAT0027441,0.0,0.0,0.0,0.0,0.388239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435224,0.0,0.0,0.241671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336609,0.279394,0.0,0.0,0.0,0.0,0.679826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240998,0.226292,0.50753,0.0
MIMAT0027443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01506,0.0
MIMAT0027445,0.0,0.0,0.0,0.0,0.388239,0.346395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241671,0.0,0.502677,0.0,0.0,0.0,0.0,0.0,0.0,0.296855,0.0,0.0,0.0,0.0,0.0,0.336609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113146,0.0,0.0
MIMAT0027448,0.0,0.0,0.0,0.0,0.0,0.692789,0.14579,0.167667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502677,0.0,0.628387,0.0,0.75331,0.286802,0.0,0.296855,0.0,0.0,0.21103,0.48714,0.303894,0.0,0.0,0.0,0.0,0.0,0.0,0.679826,0.064004,0.0,0.361408,0.0,0.288226,0.0,0.0,0.240998,0.0,0.50753,0.0
MIMAT0027449,1.070046,0.634806,0.0,0.797292,0.388239,0.0,1.020528,1.006001,0.0,0.6188,1.221616,8.704481,0.252801,0.467085,0.725012,2.014269,2.010707,0.750645,0.0,0.0,0.376655,2.007616,0.0,0.296855,0.393097,0.372939,0.21103,0.48714,0.45584,1.009826,5.587874,0.440938,2.76712,0.308333,1.172468,5.438611,0.192012,1.002444,0.542112,0.78703,1.152904,0.355511,0.178586,0.481996,0.565729,2.030119,0.227089
MIMAT0027450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027451,0.0,0.0,0.0,0.265764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435224,0.758402,0.467085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027452,0.214009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027454,0.0,0.0,0.0,0.0,0.0,0.346395,0.14579,0.335334,0.0,0.0,0.349034,0.0,0.0,0.467085,0.0,0.0,0.502677,0.450387,0.628387,0.0,0.376655,1.147209,0.465885,0.0,0.393097,0.372939,0.0,0.0,0.151947,0.336609,1.676363,0.0,0.0,0.0,0.0,0.0,0.064004,0.0,0.361408,0.0,0.0,0.355511,0.357172,0.0,0.339438,0.50753,0.227089
MIMAT0027455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339437,0.0,0.0
MIMAT0027457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027458,0.428018,0.0,0.0,0.531528,0.0,0.346395,0.0,0.167667,0.0,0.0,0.0,0.0,0.505602,0.0,0.0,0.0,0.0,0.150129,0.0,0.0,0.0,0.286802,0.0,0.0,0.393097,0.0,0.0,0.73071,0.0,1.009826,0.838181,0.0,0.0,0.924999,0.0,0.679826,0.0,0.0,0.0,0.0,0.288226,0.0,0.0,0.0,0.226292,0.50753,0.0
MIMAT0027459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24357,0.151947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027460,0.0,0.0,0.0,0.0,0.388239,0.0,0.0,0.0,0.0,0.0,0.0,0.435224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150129,0.0,0.0,0.0,0.0,0.0,0.0,0.393097,0.0,0.0,0.0,0.0,0.0,0.0,0.220469,0.0,0.0,0.0,0.679826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240998,0.0,0.0,0.0
MIMAT0027462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089293,0.0,0.0,0.0,0.0
MIMAT0027463,0.214009,0.317403,0.0,0.0,0.0,0.0,0.0,0.167667,0.0,0.3094,0.349034,0.0,0.0,0.0,0.0,0.0,0.0,0.300258,0.0,0.0,0.0,0.286802,0.0,0.0,0.393097,0.0,0.0,0.24357,0.151947,0.673218,0.558788,0.0,0.307458,0.308333,0.0,0.679826,0.0,0.400978,0.180704,0.0,0.288226,0.0,0.0,0.0,0.339438,0.50753,0.227089
MIMAT0027464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335334,0.0,0.0,0.0,0.0,0.252801,0.0,0.0,0.0,0.0,0.150129,0.0,0.0,0.0,0.0,0.0,0.0,0.393097,0.0,0.0,0.0,0.0,0.336609,0.838181,0.0,0.0,0.308333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50753,0.0
MIMAT0027466,0.428018,0.0,0.608847,0.265764,0.0,0.0,0.0,0.503,0.0,0.0,0.174517,0.0,0.252801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372939,0.0,0.0,0.151947,0.0,0.558787,0.0,0.0,0.0,0.0,0.0,0.064004,0.200489,0.180704,0.0,0.288226,0.0,0.089293,0.240998,0.0,0.0,0.454178
MIMAT0027467,1.284056,0.317403,0.304423,0.0,0.388239,0.0,0.291579,0.503,0.681704,0.618799,0.52355,1.305672,0.505602,0.467085,0.0,1.007135,1.005354,0.450387,0.0,0.0,0.376655,0.286802,0.0,0.296855,0.0,0.0,0.0,1.704989,0.759734,0.336609,3.632118,0.0,2.459661,2.15833,0.293117,1.359653,0.256015,0.200489,0.903519,0.0,1.152903,0.0,0.357172,0.240998,0.226292,1.522589,0.0
MIMAT0027469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279394,0.0,0.0,0.0,0.0,0.0,0.064004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113146,0.0,0.0
MIMAT0027471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089293,0.0,0.0,0.0,0.0
MIMAT0027472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174517,0.435224,0.0,0.0,0.0,0.0,0.0,0.150129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288226,0.0,0.089293,0.0,0.0,0.0,0.0
MIMAT0027474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454178
MIMAT0027475,0.214009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422059,0.0,0.0,0.336609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.005354,0.0,0.0,0.0,0.0,0.0,0.0,0.296855,0.0,0.0,0.0,0.0,0.0,0.673217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200489,0.0,0.0,0.576452,0.0,0.089293,0.0,0.0,0.0,0.0
MIMAT0027477,0.0,0.0,0.0,0.265764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542111,0.0,0.864678,0.0,0.357172,0.0,0.0,0.0,0.0
MIMAT0027478,0.0,0.0,0.0,0.265764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089293,0.0,0.0,0.0,0.227089
MIMAT0027479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279394,0.0,0.0,0.0,0.0,0.0,0.0,0.200489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50753,0.0
MIMAT0027483,0.0,0.0,0.0,0.265764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027486,0.0,0.634806,0.0,0.0,0.776478,0.0,0.874739,0.0,0.0,0.0,0.523551,0.0,0.0,0.0,0.483342,1.007134,0.0,0.450387,0.0,0.0,0.0,0.286802,0.465885,0.296855,0.0,0.0,0.633089,0.73071,0.303894,0.0,0.0,0.0,0.0,0.616666,0.586234,0.679826,0.128008,0.0,0.180704,1.049372,0.576452,0.355511,0.267879,0.0,0.113146,0.50753,0.0
MIMAT0027487,0.0,0.0,0.304423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349034,0.870448,0.0,0.0,0.0,0.503567,0.0,0.0,0.0,0.0,0.0,0.860407,0.0,0.0,0.393097,0.0,0.0,0.24357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679826,0.0,0.400977,0.0,0.0,0.0,0.0,0.0,0.240998,0.339438,0.0,0.0
MIMAT0027488,0.214009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174517,0.435224,0.0,0.0,0.241671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288226,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296855,0.0,0.0,0.0,0.0,0.0,0.336609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027492,0.0,0.0,0.304423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.593711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
